"Площадь, м^2",Этаж квартиры,Кол-во этажей в доме,"Расстояние до центра, км",Чистовая отделка,Проверено в Росреестре,От зайстройщика,Есть Балкон,Есть Лоджия,Metro_Аметьево,Metro_Горки,Metro_Дубравная,Metro_Козья слобода,Metro_Кремлёвская,Metro_Площадь Тукая,Metro_Проспект Победы,Metro_Северный вокзал,Metro_Суконная слобода,Metro_Яшьлек,Цена_log
86.8,3,4,0.957707354032556,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.18277193908153
28.2,3,5,9.090891837155237,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.319588176962746
45.0,4,5,4.097122913007067,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.830413578506539
19.0,1,9,6.950420208698083,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.068273812173887
38.2,2,10,8.796577062128325,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.923296694159928
41.4,21,25,2.441486522593032,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.600521800202614
47.0,5,25,6.221046778159821,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.233302125686137
69.0,16,18,17.21418569201525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.894827216846577
16.0,5,9,2.537202461728521,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.050982320047213
58.3,14,18,6.059269084560594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.462927916382924
36.3,5,11,8.049185568610923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.992985953242759
35.0,7,10,3.430373748603737,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.15731646026544
64.0,3,19,4.997746018327126,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.530205368010318
30.4,7,25,3.885114415829032,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.089323370327545
57.0,3,9,5.663285154432267,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.152497174294005
74.6,8,9,5.32959530599765,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.575520561288332
22.3,21,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.132984361974234
155.0,3,4,1.0386172117240726,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.473930830366697
39.0,11,17,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.990262393084793
76.4,18,22,5.957155492665508,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.619479299236655
47.2,9,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.166885910365842
85.2,3,5,0.7541535498950095,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.830555191594286
37.5,4,10,4.665088494370864,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.76142084987672
137.0,6,7,10.078854985073304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,17.528838716876713
35.0,4,25,12.900455169238413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.843922060075652
91.1,4,14,14.42773432940933,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,16.506143352867415
66.2,2,8,7.437429639818135,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.341239282272525
74.0,5,8,2.296223159996421,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,17.129696599000436
45.0,1,5,5.376950778773984,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15.581952390148196
138.2,3,6,1.3240680953625965,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.840844409254586
51.0,3,17,7.1785195087560645,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.118095750958314
61.0,6,17,6.386955944220803,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.61583609596593
54.7,6,25,12.900455169238413,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.122486098821536
38.6,14,24,3.338831641995611,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.14765455028724
34.9,12,18,4.794220254394709,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,16.28530365454459
16.6,8,9,5.55491378282034,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15.176487367510099
37.3,5,19,6.328399308730715,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.08763654656639
37.1,19,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.002684911680433
116.9,2,10,5.957155492665508,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,17.15360962533736
32.9,3,5,1.20466546278287,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16.82534680128504
45.0,5,5,6.108818116955712,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.76142084987672
36.0,4,11,8.42659053747315,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.856731016694035
40.0,5,5,4.952070254236498,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,15.716124581581232
34.3,10,10,8.544431306928551,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.989125383426996
31.0,3,5,5.990291537521453,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.555976908243359
85.9,2,9,4.676226452682766,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.677711496036597
52.8,8,25,3.885114415829032,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.41818239139746
93.8,4,5,13.033058089841902,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.564702766377184
27.5,6,10,2.71725377231751,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,16.447399470043365
58.4,19,25,6.221046778159821,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.62405499356094
65.7,11,12,7.284833678676013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.388122864507256
60.6,9,10,4.418589051482568,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.357112630168974
28.1,2,6,21.737622654095706,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.423538476824469
75.9,3,9,19.87947559251168,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,16.387359214280274
84.0,9,16,8.400231511623446,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.733281344102608
89.2,2,3,0.9091112494236322,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17.622173069956816
66.7,17,23,2.7659915767751158,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.66169476838172
65.0,5,15,2.5800391938049096,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.51687183802978
65.7,7,9,5.521584061943388,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.257857680289998
73.6,20,25,8.833398249776666,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.441989177705402
28.0,17,27,5.474646783799237,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.03362660314579
46.0,4,5,1.4663263062384504,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,16.00043771997602
22.1,4,13,7.867883218889441,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,15.72287587968973
58.7,7,21,4.492313206720885,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.164010185763015
32.8,12,12,7.092381855792082,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,15.86963441986494
105.6,3,8,3.9187150983231582,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16.955343218782065
78.0,6,18,8.116841776321495,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.29204904211537
86.2,5,16,5.492897701754755,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,16.685482366869838
56.8,10,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.699864299425776
82.0,4,7,24.0619834545899,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16.692673124016707
55.0,2,18,5.772944257992783,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.24031337217814
69.5,1,4,15.099912533218196,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,16.242832320632584
65.6,3,20,1.8596738148826053,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.069753565279804
85.3,6,7,1.211439396607261,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.109202941022662
101.9,2,21,4.492313206720885,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,17.554369968164444
69.9,8,21,3.7990357658649145,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.715931706713494
40.9,17,18,17.185451134545065,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,15.7599912572715
41.1,13,19,5.231157619634362,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.22245575637265
43.0,12,23,6.220011736722559,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.29070107530585
37.4,6,24,6.204221523213351,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.006424263574132
113.2,15,26,6.341970225569868,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.91018282466302
35.6,1,3,20.12958795152075,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.501909696719672
35.7,25,25,8.83467442605838,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.8317461568961
42.9,4,6,1.1435125222947389,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.108045416114916
35.4,5,10,4.672040265609465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.894952224644102
97.7,12,12,6.222253603675545,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.658674291114774
81.0,7,10,14.738298160449242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.19967573011664
77.4,6,25,6.093762621804344,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.7018659834065
71.0,4,18,8.178323314863306,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,16.404702971070655
85.9,3,10,10.662758596156957,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,16.694147059642017
40.1,8,8,2.709000285763484,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.468752592994022
59.2,4,10,7.203612477075547,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.28276235733119
42.7,9,12,5.036296840917648,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.087533448479086
18.0,5,9,7.083847302947686,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.271797524004405
90.7,3,9,5.703243074858312,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.756285358535948
92.1,6,20,6.222253603675545,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,16.612182011732823
41.9,8,9,7.369625901418333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.955576839107596
59.0,8,12,7.284833678676013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.09779099966918
50.0,9,9,5.211705638482013,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.856731016694035
51.0,4,5,12.403946268060873,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.990262393084793
76.8,4,25,6.221046778159821,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.829457630254165
96.7,10,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.935647584025745
34.6,9,9,6.638607620414206,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,15.687159030746301
57.0,7,18,7.890738058456828,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.195056784687036
19.0,2,5,3.2811571327176234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,15.483028870189733
99.9,1,10,3.431962321826008,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.454567959008102
74.3,3,7,19.87947559251168,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.359472049088183
58.5,3,8,3.9187150983231582,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,16.61887099947687
33.3,8,9,5.033105841916819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.49260730578806
95.1,3,19,3.008401749189452,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17.186745687676662
56.4,2,9,3.980569371332679,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,16.166885910365842
74.9,18,25,5.209385966325656,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.69617989927399
55.4,2,25,8.84656379112681,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.166885910365842
46.9,12,24,5.856430937686289,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,16.32326429727388
79.6,2,7,7.466429944076929,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.13789837629371
41.5,1,7,3.9187150983231582,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.40327466837995
58.3,5,18,6.059269084560594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.420732663753373
35.9,1,4,15.256848078655702,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.796760409774363
31.7,1,9,7.404319188891841,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.473738825043979
65.6,4,9,5.787029266750922,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16.04552506565036
35.6,14,17,5.974955438329737,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.162780351614362
35.0,10,10,3.1643984386840547,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.648723960844016
93.3,5,5,1.8354266952135043,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,16.959662879739987
58.3,2,19,4.658553461425532,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.368854447126512
47.2,9,25,8.543989036283286,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.166885910365842
30.7,16,25,8.829865559344128,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.702580358511794
99.0,7,22,4.876661665659721,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,16.84805685283375
58.0,1,10,13.043227643327912,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.598901945589025
131.2,5,6,0.2286657628630713,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,17.468762860341794
94.1,1,5,13.061676068117537,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.508108722212366
55.2,1,2,19.017634401604678,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.319587954740548
65.6,8,9,4.70458702018774,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,16.257857680289998
33.7,1,3,17.465685837689993,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.61821013208393
111.0,7,9,4.084728207913657,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,17.215039915914712
67.0,7,13,8.178323314863306,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,16.36173186594864
51.4,4,17,15.552847492659568,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.919644834185693
316.8,3,4,1.157625525025881,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,18.5159909328476
87.0,7,7,7.985268186651155,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.52356082573315
48.4,3,3,18.13823126787286,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.424948670398354
61.0,8,11,7.761243514016058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.41047313270244
64.4,3,15,2.379274800160088,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.503290090255962
46.7,5,16,7.521475030375569,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.012735246411598
53.0,19,22,8.210833713963046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.614619550877723
57.8,2,7,7.642960836309435,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.0116235176825
77.7,16,22,8.210833713963046,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.770004135606708
75.4,7,9,14.738298160449242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16.225244656314548
69.3,15,18,13.086067788918587,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16.46388088666708
31.5,18,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.044718288767207
50.1,6,24,5.856430937686289,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.419599338292876
57.0,15,16,8.042420860363372,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,16.300417291085605
82.3,9,18,15.17468681253552,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,16.23587877550359
107.9,7,9,7.517844152885332,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.705882371415992
60.8,9,10,14.738298160449242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.977683612316367
53.1,2,25,3.894231369372236,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,16.384248039109156
33.7,3,10,7.497982514381213,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.092777945538128
96.6,10,10,8.774593505276874,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,16.97251102166758
18.1,2,5,10.443779785086075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.876767406109316
32.3,5,6,8.912556496619986,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,15.955576839107596
62.2,6,9,20.013182377666222,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,16.105010512726782
46.1,7,9,20.013182377666222,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,16.021584860709627
93.3,11,19,2.947770822047235,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,17.21001898503268
43.0,5,5,3.7096482004851015,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,15.717618233614914
79.8,11,20,2.9041799626762765,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.922068431361893
48.0,3,5,0.7235227450019097,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16.607485215303942
43.8,3,5,7.26219936479335,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,15.930560647738732
61.8,8,18,15.618329424576633,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,15.894952224644102
17.4,3,9,7.285444334531306,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,15.150511887854474
45.5,4,5,2.199385009879245,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15.894952224644102
87.2,3,4,15.013714774489117,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,16.487947467337285
48.0,1,5,4.9143825923163895,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,15.894952224644102
75.8,6,18,5.999879751339932,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.63320415010603
20.4,3,3,20.061635042594915,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,15.250595321348806
77.7,10,10,8.467058587087985,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.7982082999038
34.6,8,10,14.738298160449242,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,15.894952224644102
24.0,7,12,6.27803108246974,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.64006001130563
39.7,11,24,6.204221523213351,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,16.171100065544337
85.2,4,10,8.230677647416174,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,16.40319947758892
55.6,9,18,6.059269084560594,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16.389926580207256
32.0,2,3,4.786754370603982,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,15.483217567201578
53.3,7,10,6.272487468989085,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,16.167837838000608
44.5,4,5,5.337378312432651,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,15.687312888712007
24.5,6,18,13.086067788918587,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,15.691148599291397
43.1,9,10,5.542687805324968,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,16.181070544016418
85.9,7,10,7.497982514381213,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,16.74349923293629
53.0,3,4,5.612195175155072,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,15.893701442898895
59.5,6,9,14.757246284002548,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.041214714613716
68.8,5,9,8.20061433498976,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16.02378508137718
26.9,6,19,3.685840683252179,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16.085985700303194
